Naam openbare ruimte;Huisnummer;Huisletter;Huisnummertoevoeging;Postcode;Woonplaats;Naam stadsdeel;Code stadsdeel;Naam gebiedsgerichtwerkengebied;Code gebiedsgerichtwerkengebied;Naam Wijk;Code Wijk;Naam buurt;Code buurt;Code bouwblok;X-coordinaat (RD);Y-coordinaat (RD);Latitude (WGS84);Longitude (WGS84);Indicatie hoofdadres;Gebruiksdoel;Feitelijk gebruik;Oppervlakte (m2);Objecttype;Verblijfsobjectstatus;Openbareruimte-identificatie;Pandidentificatie;Verblijfsobjectidentificatie;Ligplaatsidentificatie;Standplaatsidentificatie;Nummeraanduidingidentificatie
Beiraweg;11;;;1047HN;;Westpoort;B;;;Westelijk Havengebied;B10;Afrikahaven;B10g;DA31;111611;490873;52,4039716;4,7496158;;BEST-overige gebruiksfunctie ;bedrijf;20668;Verblijfsobject;Verblijfsobject in gebruik;0363300000002021;['0363100012159610'];0363010002005065;;;0363200002004916
Casablancaweg;22;;;1047HP;;Westpoort;B;;;Westelijk Havengebied;B10;Afrikahaven;B10g;DA30;111727;490952;52,4046908;4,7513101;;BEST-industriefunctie;bedrijf;6400;Verblijfsobject;Verblijfsobject in gebruik;0363300000002033;['0363100012159282'];0363010003684690;;;0363200003683540
Haparandaweg;75;;;1013BD;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD40;120334;489862;52,3955061;4,8778967;;BEST-overige gebruiksfunctie ;;772;Verblijfsobject;Verblijfsobject gevormd;0363300000003337;['0363100012238476'];0363010003684908;;;0363200003683742
Haparandaweg;79;;;1013BD;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD40;120338;489867;52,3955513;4,8779549;;BEST-overige gebruiksfunctie ;;772;Verblijfsobject;Verblijfsobject gevormd;0363300000003337;['0363100012238476'];0363010003684910;;;0363200003683744
Stromboliweg;2;;;1045AP;;Westpoort;B;;;Westelijk Havengebied;B10;Amerikahaven;B10f;;114777;492860;52,4220768;4,7959011;;;;;Ligplaats;Plaats aangewezen;0363300003682812;;;0363020003688199;;0363200003688139
Stromboliweg;10;;;1045AP;;Westpoort;B;;;Westelijk Havengebied;B10;Amerikahaven;B10f;;114863;492871;52,4221838;4,7971629;;;;;Ligplaats;Plaats aangewezen;0363300003682812;;;0363020003688203;;0363200003688143
Beiraweg;15;;;1047HN;;Westpoort;B;;;Westelijk Havengebied;B10;Afrikahaven;B10g;DA31;111560;490723;52,4026195;4,7488858;;BEST-kantoorfunctie;kantoor (hoofdcode);6900;Verblijfsobject;Verblijfsobject in gebruik;0363300000002021;['0363100012164191'];0363010003688227;;;0363200003688167
Danzigerkade;3;F;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD41;120355;489975;52,3965230;4,8781935;;BEST-kantoorfunctie;kantoor (hoofdcode);175;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012129144'];0363010003695993;;;0363200003695587
Heining;100;;;1047AH;;Westpoort;B;;;Westelijk Havengebied;B10;Amerikahaven;B10f;DA15;113109;490414;52,3999630;4,7716845;;BEST-industriefunctie;;959;Verblijfsobject;Verblijfsobject in gebruik;0363300000005541;['0363100012073137'];0363010000903472;;;0363200000360860
Aziëhavenweg;21;;;1046BK;;Westpoort;B;;;Westelijk Havengebied;B10;Amerikahaven;B10f;DA12;113638;490384;52,3997335;4,7794606;;BEST-industriefunctie;opslag / distributie;1243;Verblijfsobject;Verblijfsobject in gebruik;0363300000005523;['0363100012107261'];0363010000902529;;;0363200000360010
Dynamostraat;7;;;1014BN;;Westpoort;B;;;Westelijk Havengebied;B10;Alfa-driehoek;B10b;DG04;118441;490141;52,3978907;4,8500558;;BEST-industriefunctie;bedrijf;1675;Verblijfsobject;Verblijfsobject in gebruik;0363300000005547;['0363100012147169'];0363010000903528;;;0363200000360911
Sardiniëweg;6;;;1044AE;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DB46;116080;490336;52,3994808;4,8153454;;BEST-industriefunctie;opslag / distributie;8280;Verblijfsobject;Verblijfsobject in gebruik;0363300000005420;['0363100012065461'];0363010000903624;;;0363200000361001
Oceanenweg;19;;;1047BA;;Westpoort;B;;;Westelijk Havengebied;B10;Amerikahaven;B10f;DA17;112982;491643;52,4109984;4,7696647;;BEST-industriefunctie;overig bedrijf;70008;Verblijfsobject;Verblijfsobject in gebruik;0363300000005447;['0363100012138921'];0363010000905660;;;0363200000362984
Siciliëweg;40;;;1045AS;;Westpoort;B;;;Westelijk Havengebied;B10;Amerikahaven;B10f;DA01;113987;492855;52,4219668;4,7842861;;BEST-kantoorfunctie;bedrijf;820;Verblijfsobject;Verblijfsobject in gebruik;0363300000002199;['0363100012237933', '0363100012237934'];0363010011266450;;;0363200011266261
Haparandaweg;67;B;9;1013BD;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD40;120289;489823;52,3951528;4,8772396;;BEST-industriefunctie;studiogebouw;48;Verblijfsobject;Verblijfsobject in gebruik;0363300000003337;['0363100012238475'];0363010011266507;;;0363200011266309
Haparandaweg;67;B;5;1013BD;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD40;120289;489823;52,3951528;4,8772396;;BEST-industriefunctie;studiogebouw;78;Verblijfsobject;Verblijfsobject in gebruik;0363300000003337;['0363100012238475'];0363010011266515;;;0363200011266314
Haparandaweg;67;B;1;1013BD;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD40;120289;489823;52,3951528;4,8772396;;BEST-industriefunctie;studiogebouw;62;Verblijfsobject;Verblijfsobject in gebruik;0363300000003337;['0363100012238475'];0363010011266511;;;0363200011266317
Haparandaweg;67;C;2;1013BD;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD40;120294;489828;52,3951980;4,8773125;;BEST-industriefunctie;studiogebouw;78;Verblijfsobject;Verblijfsobject in gebruik;0363300000003337;['0363100012238475'];0363010011266517;;;0363200011266319
Haparandaweg;67;C;8;1013BD;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD40;120294;489828;52,3951980;4,8773125;;BEST-industriefunctie;studiogebouw;78;Verblijfsobject;Verblijfsobject in gebruik;0363300000003337;['0363100012238475'];0363010011266522;;;0363200011266325
Haparandaweg;67;D;6;1013BD;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD40;120299;489832;52,3952343;4,8773856;;BEST-industriefunctie;studiogebouw;80;Verblijfsobject;Verblijfsobject in gebruik;0363300000003337;['0363100012238475'];0363010011290310;;;0363200011266332
Haparandaweg;67;E;2;1013BD;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD40;120304;489836;52,3952705;4,8774586;;BEST-industriefunctie;studiogebouw;112;Verblijfsobject;Verblijfsobject in gebruik;0363300000003337;['0363100012238475'];0363010011266494;;;0363200011266334
Haparandaweg;67;E;4;1013BD;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD40;120304;489836;52,3952705;4,8774586;;BEST-industriefunctie;studiogebouw;112;Verblijfsobject;Verblijfsobject in gebruik;0363300000003337;['0363100012238475'];0363010011266491;;;0363200011266336
Hornweg;65;;;1044AN;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DB59;115586;490188;52,3981154;4,8081047;;BEST-industriefunctie;overig bedrijf;2700;Verblijfsobject;Verblijfsobject in gebruik;0363300000003596;['0363100012239305'];0363010011876817;;;0363200011877351
Hornweg;67;;;1044AN;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DB59;115642;490409;52,4001056;4,8089015;;BEST-industriefunctie;overig bedrijf;2016;Verblijfsobject;Verblijfsobject in gebruik;0363300000003596;['0363100012239303'];0363010011876818;;;0363200011877352
Beiraweg;4;;;1047HN;;Westpoort;B;;;Westelijk Havengebied;B10;Afrikahaven;B10g;DA30;111864;491144;52,4064271;4,7532985;;BEST-industriefunctie;opslag / distributie;9420;Verblijfsobject;Verblijfsobject in gebruik;0363300000002021;['0363100012239101'];0363010011909569;;;0363200011909785
Hornweg;61;;;1044AN;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DB60;115464;490277;52,3989065;4,8063018;;BEST-kantoorfunctie;overig bedrijf;1380;Verblijfsobject;Verblijfsobject in gebruik;0363300000003596;['0363100012238394'];0363010011910597;;;0363200011911027
Kabelweg;86;;;1014BC;;Westpoort;B;;;Westelijk Havengebied;B10;Alfa-driehoek;B10b;DG04;118301;490112;52,3976207;4,8480021;;BEST-industriefunctie;bedrijf;2879;Verblijfsobject;Verblijfsobject in gebruik;0363300000003941;['0363100012145297'];0363010000696523;;;0363200000158271
Danzigerkade;65;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD44;120198;490469;52,4009527;4,8758357;;BEST-industriefunctie;kantoor (hoofdcode);678;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012238940'];0363010012062326;;;0363200012062420
Danzigerkade;223;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD44;120154;490435;52,4006444;4,8751928;;BEST-industriefunctie;terrein;983;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012238939'];0363010012062331;;;0363200012062425
Moermanskkade;93;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119944;490205;52,3985639;4,8721313;;BEST-industriefunctie;kantoor (hoofdcode);335;Verblijfsobject;Verblijfsobject in gebruik;0363300000006027;['0363100012239306'];0363010012064032;;;0363200012064168
Moermanskkade;95;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119945;490204;52,3985550;4,8721461;;BEST-kantoorfunctie;kantoor (hoofdcode);358;Verblijfsobject;Verblijfsobject in gebruik;0363300000006027;['0363100012239306'];0363010012064030;;;0363200012064166
Moermanskkade;81;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119944;490205;52,3985639;4,8721313;;BEST-industriefunctie;kantoor (hoofdcode);843;Verblijfsobject;Verblijfsobject in gebruik;0363300000006027;['0363100012239306'];0363010012064023;;;0363200012064159
Moermanskkade;91;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119944;490205;52,3985639;4,8721313;;BEST-kantoorfunctie;kantoor (hoofdcode);358;Verblijfsobject;Verblijfsobject in gebruik;0363300000006027;['0363100012239306'];0363010012064034;;;0363200012064170
Minervahavenweg;100;;;;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD44;120184;490436;52,4006553;4,8756335;;BEST-overige gebruiksfunctie ;parkeergarage geëxploiteerd voor kortparkeren;15392;Verblijfsobject;Verblijfsobject gevormd;0363300000003788;['0363100012239975'];0363010012066093;;;0363200012066269
Durbanweg;27;;;1047HD;;Westpoort;B;;;Westelijk Havengebied;B10;Afrikahaven;B10g;DA35;110659;491258;52,4073555;4,7355764;;BEST-industriefunctie;opslag / distributie;10154;Verblijfsobject;Verblijfsobject in gebruik;0363300000002041;['0363100012239990'];0363010012066373;;;0363200012066549
Danzigerkade;13;B;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD43;120283;490215;52,3986754;4,8771109;;BEST-overige gebruiksfunctie ;parkeergarage geëxploiteerd voor kortparkeren;771;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012246426'];0363010012065372;;;0363200012065542
Danzigerkade;13;H;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD43;120279;490212;52,3986482;4,8770525;;BEST-kantoorfunctie;kantoor (hoofdcode);307;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012246426'];0363010012065370;;;0363200012065540
Koivistokade;54;;;1013BB;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;120038;490065;52,3973117;4,8735269;;BEST-kantoorfunctie;kantoor (hoofdcode);2126;Verblijfsobject;Verblijfsobject in gebruik;0363300000006026;['0363100012239974'];0363010012065948;;;0363200012066124
Haparandadam;21;;;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120572;490078;52,3974692;4,8813842;;;;;Ligplaats;Plaats aangewezen;0363300003682813;;;0363020012061194;;0363200012068539
Haparandadam;39;;;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120649;490142;52,3980504;4,8825049;;;;;Ligplaats;Plaats aangewezen;0363300003682813;;;0363020012061203;;0363200012068549
Danzigerkade;86;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120455;490116;52,3978046;4,8796612;;;;;Ligplaats;Plaats aangewezen;0363300000003195;;;0363020012061209;;0363200012068555
Haparandadam;19;;;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120565;490072;52,3974111;4,8812721;;;;;Ligplaats;Plaats aangewezen;0363300003682813;;;0363020012061193;;0363200012068538
Haparandadam;35;;;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120626;490123;52,3978760;4,8821687;;;;;Ligplaats;Plaats aangewezen;0363300003682813;;;0363020012061201;;0363200012068547
Danzigerkade;82;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120411;490104;52,3976894;4,8790121;;;;;Ligplaats;Plaats aangewezen;0363300000003195;;;0363020012061207;;0363200012068553
Danzigerkade;88;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120478;490123;52,3978622;4,8799858;;;;;Ligplaats;Plaats aangewezen;0363300000003195;;;0363020012061210;;0363200012068556
Haparandadam;31;;;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120611;490110;52,3977598;4,8819445;;;;;Ligplaats;Plaats aangewezen;0363300003682813;;;0363020012061199;;0363200012068544
Moermanskkade;113;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119916;490297;52,3993890;4,8717103;;BEST-kantoorfunctie;overig bedrijf;790;Verblijfsobject;Verblijfsobject in gebruik;0363300000006027;['0363100012240348'];0363010012069126;;;0363200012069357
Moermanskkade;115;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119917;490296;52,3993801;4,8717251;;BEST-kantoorfunctie;overig bedrijf;853;Verblijfsobject;Verblijfsobject in gebruik;0363300000006027;['0363100012240348'];0363010012069127;;;0363200012069358
Haparandadam;7;A;8;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120506;490004;52,3967931;4,8804090;;BEST-overige gebruiksfunctie ;;86;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012072599;;;0363200012072888
Haparandadam;7;D;1;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120500;490003;52,3967838;4,8803209;;BEST-overige gebruiksfunctie ;;40;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012072618;;;0363200012072907
Haparandadam;7;C;7;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120495;490009;52,3968374;4,8802469;;BEST-overige gebruiksfunctie ;;69;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012072611;;;0363200012072900
Haparandadam;7;D;11;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120492;490003;52,3967833;4,8802034;;BEST-overige gebruiksfunctie ;;67;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012072621;;;0363200012072910
Haparandadam;7;D;5;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120493;490007;52,3968193;4,8802177;;BEST-overige gebruiksfunctie ;;40;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012072616;;;0363200012072905
Haparandadam;7;D;13;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120497;490002;52,3967746;4,8802770;;BEST-overige gebruiksfunctie ;;57;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012072626;;;0363200012072915
Haparandadam;7;D;10;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120495;490000;52,3967565;4,8802478;;BEST-overige gebruiksfunctie ;;58;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012072627;;;0363200012072916
Donauweg;25;;;1043AJ;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF07;117136;489590;52,3928502;4,8309449;;BEST-industriefunctie;bedrijf;112;Verblijfsobject;Verblijfsobject in gebruik;0363300000005601;['0363100012071928'];0363010012073446;;;0363200012073782
Donauweg;23;;;1043AJ;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF07;117136;489582;52,3927784;4,8309458;;BEST-industriefunctie;bedrijf;2016;Verblijfsobject;Verblijfsobject in gebruik;0363300000005601;['0363100012071928'];0363010012073445;;;0363200012073781
Basisweg;34;C;;1043AP;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF07;117192;489594;52,3928901;4,8317671;;BEST-industriefunctie;bedrijf;203;Verblijfsobject;Verblijfsobject in gebruik;0363300000002488;['0363100012071928'];0363010012073452;;;0363200012073788
Basisweg;34;D;;1043AP;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF07;117192;489601;52,3929530;4,8317663;;BEST-industriefunctie;bedrijf;272;Verblijfsobject;Verblijfsobject in gebruik;0363300000002488;['0363100012071928'];0363010012073451;;;0363200012073787
Donauweg;27;;;1043AJ;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF07;117137;489601;52,3929492;4,8309583;;BEST-industriefunctie;bedrijf;216;Verblijfsobject;Verblijfsobject in gebruik;0363300000005601;['0363100012071928'];0363010012073444;;;0363200012073780
Gyroscoopweg;17;;;1042AC;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB21;117771;490428;52,4004250;4,8401803;;BEST-industriefunctie;opslag / distributie;4950;Verblijfsobject;Verblijfsobject in gebruik (niet ingemeten);0363300000003773;['0363100012128918'];0363010012077148;;;0363200012077567
Gyroscoopweg;19;;;1042AC;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB21;117806;490474;52,4008407;4,8406894;;BEST-industriefunctie;opslag / distributie;4416;Verblijfsobject;Verblijfsobject in gebruik;0363300000003773;['0363100012096171'];0363010012077149;;;0363200012077568
Danzigerkade;53;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD44;120199;490437;52,4006652;4,8758537;;BEST-kantoorfunctie;kantoor (hoofdcode);779;Verblijfsobject;Verblijfsobject in gebruik (niet ingemeten);0363300000003195;['0363100012241991'];0363010012077403;;;0363200012077834
Nieuwe Hemweg;27;;;;;Westpoort;B;;;Westelijk Havengebied;B10;Petroleumhaven;B10c;DC15;118201;490700;52,4028985;4,8464684;;BEST-overige gebruiksfunctie ;dienstverlening openbaar nut;1;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012130950'];0363010000755500;;;0363200000389493
Papierweg;1;B;;;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;119444;490667;52,4026922;4,8647436;;;;;Standplaats;Plaats aangewezen;0363300000001092;;;;0363030011957727;0363200012080291
Vlothavenweg;1;;;1013BJ;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD24;118953;490273;52,3991109;4,8575639;;BEST-kantoorfunctie;opslag / distributie;562;Verblijfsobject;Verblijfsobject in gebruik;0363300000005303;['0363100012223363'];0363010012078613;;;0363200012079608
Basisweg;50;A;;1043AP;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF03;116492;489524;52,3922123;4,8214919;;BEST-industriefunctie;bedrijf;1142;Verblijfsobject;Verblijfsobject in gebruik;0363300000002488;['0363100012088133'];0363010012080597;;;0363200012081745
Basisweg;54;;;1043AP;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF03;116452;489524;52,3922095;4,8209043;;BEST-industriefunctie;bedrijf;1668;Verblijfsobject;Verblijfsobject in gebruik;0363300000002488;['0363100012088133'];0363010012080599;;;0363200012081747
Moezelhavenweg;8;;;1043AM;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF03;116456;489614;52,3930186;4,8209527;;BEST-industriefunctie;bedrijf;7470;Verblijfsobject;Verblijfsobject in gebruik;0363300000003796;['0363100012088133'];0363010012080622;;;0363200012081770
Basisweg;56;E;;1043AP;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF03;116432;489523;52,3921991;4,8206106;;BEST-kantoorfunctie;bedrijf;59;Verblijfsobject;Verblijfsobject in gebruik;0363300000002488;['0363100012088133'];0363010012080605;;;0363200012081753
Basisweg;56;F;;1043AP;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF03;116433;489526;52,3922261;4,8206249;;BEST-kantoorfunctie;bedrijf;46;Verblijfsobject;Verblijfsobject in gebruik;0363300000002488;['0363100012088133'];0363010012080606;;;0363200012081754
Moezelhavenweg;6;;;1043AM;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF03;116405;489577;52,3926825;4,8202077;;BEST-industriefunctie;bedrijf;1849;Verblijfsobject;Verblijfsobject in gebruik;0363300000003796;['0363100012088133'];0363010012080621;;;0363200012081769
Petroleumhavenweg;1;B;;1041AB;;Westpoort;B;;;Westelijk Havengebied;B10;Petroleumhaven;B10c;;118672;491058;52,4061473;4,8533504;;BEST-industriefunctie;;5206;Verblijfsobject;Verblijfsobject gevormd;0363300000004355;['0363100012242928'];0363010012082695;;;0363200012083870
Danzigerkade;2;E;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD41;120362;489964;52,3964246;4,8782975;;BEST-kantoorfunctie;kantoor (hoofdcode);448;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012242103'];0363010012085279;;;0363200012086504
